SG_UF,NM_MUNICIPIO,QT_VOTOS_NOMINAIS_VALIDOS
ES,SÃO ROQUE DO CANAÃ,14766
ES,VARGEM ALTA,22076
ES,VENDA NOVA DO IMIGRANTE,24844
ES,VIANA,71225
ES,VILA PAVÃO,11565
ES,VILA VALÉRIO,19075
ES,VILA VELHA,594210
ES,VITÓRIA,506466
ES,ÁGUA DOCE DO NORTE,15779
ES,ÁGUIA BRANCA,13338
GO,ABADIA DE GOIÁS,15373
GO,ABADIÂNIA,15978
GO,ACREÚNA,21613
GO,ADELÂNDIA,4856
GO,ALEXÂNIA,29186
GO,ALOÂNDIA,3360
GO,ALTO HORIZONTE,9953
GO,ALTO PARAÍSO DE GOIÁS,9098
GO,ALVORADA DO NORTE,10104
GO,AMARALINA,5082
GO,AMERICANO DO BRASIL,8377
GO,AMORINÓPOLIS,5728
GO,ANHANGÜERA,2066
GO,ANICUNS,22502
GO,ANÁPOLIS,511064
GO,APARECIDA DE GOIÂNIA,396031
GO,APARECIDA DO RIO DOCE,4235
GO,APORÉ,5078
GO,ARAGARÇAS,19801
GO,ARAGOIÂNIA,12969
GO,ARAGUAPAZ,9686
GO,ARAÇU,5854
GO,ARENÓPOLIS,5612
GO,ARUANÃ,9216
GO,AURILÂNDIA,5079
GO,AVELINÓPOLIS,5472
GO,BALIZA,4560
GO,BARRO ALTO,14928
GO,BELA VISTA DE GOIÁS,31873
GO,BOM JARDIM DE GOIÁS,10984
GO,BOM JESUS DE GOIÁS,23989
GO,BONFINÓPOLIS,10196
GO,BONÓPOLIS,5662
GO,BRAZABRANTES,5277
GO,BRITÂNIA,7327
GO,BURITI ALEGRE,11774
GO,BURITI DE GOIÁS,5773
GO,BURITINÓPOLIS,5539
GO,CABECEIRAS,10962
GO,CACHOEIRA ALTA,12367
GO,CACHOEIRA DE GOIÁS,3304
GO,CACHOEIRA DOURADA,10753
GO,CAIAPÔNIA,19240
GO,CALDAS NOVAS,73652
GO,CALDAZINHA,5064
GO,CAMPESTRE DE GOIÁS,6118
GO,CAMPINAÇU,6234
GO,CAMPINORTE,13198
GO,CAMPO ALEGRE DE GOIÁS,8237
GO,CAMPO LIMPO DE GOIÁS,9259
GO,CAMPOS BELOS,20268
GO,CAMPOS VERDES,6521
GO,CARMO DO RIO VERDE,11245
GO,CASTELÂNDIA,6402
GO,CATALÃO,98372
GO,CATURAÍ,7080
GO,CAVALCANTE,10663
GO,CAÇU,15823
GO,CERES,24010
GO,CEZARINA,8671
GO,CHAPADÃO DO CÉU,11818
GO,CIDADE OCIDENTAL,56644
GO,COCALZINHO DE GOIÁS,22313
GO,COLINAS DO SUL,5413
GO,CORUMBAÍBA,10951
GO,CORUMBÁ DE GOIÁS,11005
GO,CRISTALINA,42226
GO,CRISTIANÓPOLIS,6140
GO,CRIXÁS,18605
GO,CROMÍNIA,6012
GO,CUMARI,4170
GO,CÓRREGO DO OURO,4874
GO,DAMIANÓPOLIS,6511
GO,DAMOLÂNDIA,5868
GO,DAVINÓPOLIS,5021
GO,DIORAMA,3836
GO,DIVINÓPOLIS DE GOIÁS,7653
GO,DOVERLÂNDIA,9418
GO,EDEALINA,6163
GO,EDÉIA,13757
GO,ESTRELA DO NORTE,4803
GO,FAINA,9874
GO,FAZENDA NOVA,8495
GO,FIRMINÓPOLIS,12597
GO,FLORES DE GOIÁS,10317
GO,FORMOSA,95372
GO,FORMOSO,7486
GO,GAMELEIRA DE GOIÁS,5183
GO,GOIANDIRA,6511
GO,GOIANIRA,47201
GO,GOIANÁPOLIS,16053
GO,GOIANÉSIA,76587
GO,GOIATUBA,38242
GO,GOIÁS,27164
GO,GOIÂNIA,1626256
GO,GOUVELÂNDIA,6004
GO,GUAPÓ,18936
GO,GUARANI DE GOIÁS,6744
GO,GUARAÍTA,4584
GO,GUARINOS,4165
GO,HEITORAÍ,6757
GO,HIDROLINA,6375
GO,HIDROLÂNDIA,24995
GO,IACIARA,14641
GO,INACIOLÂNDIA,7353
GO,INDIARA,15576
GO,INHUMAS,52219
GO,IPAMERI,28384
GO,IPIRANGA DE GOIÁS,5258
GO,IPORÁ,35136
GO,ISRAELÂNDIA,4688
GO,ITABERAÍ,44065
GO,ITAGUARI,8056
GO,ITAGUARU,8574
GO,ITAJÁ,5798
GO,ITAPACI,21871
GO,ITAPIRAPUÃ,10504
GO,ITAPURANGA,32013
GO,ITARUMÃ,6675
GO,ITAUÇU,11384
GO,ITUMBIARA,98328
GO,IVOLÂNDIA,4759
GO,JANDAIA,8888
GO,JARAGUÁ,45363
GO,JATAÍ,81630
GO,JAUPACI,4637
GO,JESÚPOLIS,4214
GO,JOVIÂNIA,8815
GO,JUSSARA,20134
GO,LAGOA SANTA,2640
GO,LEOPOLDO DE BULHÕES,9716
GO,LUZIÂNIA,163488
GO,MAIRIPOTABA,3893
GO,MAMBAÍ,9477
GO,MARA ROSA,12404
GO,MARZAGÃO,4229
GO,MATRINCHÃ,5894
GO,MAURILÂNDIA,10671
GO,MIMOSO DE GOIÁS,5109
GO,MINAÇU,31658
GO,MINEIROS,59622
GO,MOIPORÁ,4063
GO,MONTE ALEGRE DE GOIÁS,8322
GO,MONTES CLAROS DE GOIÁS,10389
GO,MONTIVIDIU,14053
GO,MONTIVIDIU DO NORTE,5888
GO,MORRINHOS,49375
GO,MORRO AGUDO DE GOIÁS,4544
GO,MOSSÂMEDES,7759
GO,MOZARLÂNDIA,16194
GO,MUNDO NOVO,7612
GO,MUTUNÓPOLIS,5663
GO,NAZÁRIO,11136
GO,NERÓPOLIS,32691
GO,NIQUELÂNDIA,38844
GO,NOVA AMÉRICA,3406
GO,NOVA AURORA,3565
GO,NOVA CRIXÁS,13251
GO,NOVA GLÓRIA,10388
GO,NOVA IGUAÇU DE GOIÁS,4884
GO,NOVA ROMA,4551
GO,NOVA VENEZA,12150
GO,NOVO BRASIL,5582
GO,NOVO GAMA,65154
GO,NOVO PLANALTO,5959
GO,ORIZONA,17079
GO,OURO VERDE DE GOIÁS,6275
GO,OUVIDOR,13043
GO,PADRE BERNARDO,26829
GO,PALESTINA DE GOIÁS,5908
GO,PALMEIRAS DE GOIÁS,29726
GO,PALMELO,3704
GO,PALMINÓPOLIS,7180
GO,PANAMÁ,3768
GO,PARANAIGUARA,10964
GO,PARAÚNA,12383
GO,PEROLÂNDIA,4618
GO,PETROLINA DE GOIÁS,11211
GO,PILAR DE GOIÁS,6363
GO,PIRACANJUBA,24866
GO,PIRANHAS,13605
GO,PIRENÓPOLIS,28324
GO,PIRES DO RIO,30016
GO,PLANALTINA,78086
GO,PONTALINA,20655
GO,PORANGATU,42876
GO,PORTEIRÃO,5998
GO,PORTELÂNDIA,5020
GO,POSSE,34295
GO,PROFESSOR JAMIL,4872
GO,QUIRINÓPOLIS,50653
GO,RIALMA,12890
GO,RIANÁPOLIS,5866
GO,RIO QUENTE,5669
GO,RIO VERDE,174301
GO,RUBIATABA,19387
GO,SANCLERLÂNDIA,10399
GO,SANTA BÁRBARA DE GOIÁS,7012
GO,SANTA CRUZ DE GOIÁS,5271
GO,SANTA FÉ DE GOIÁS,6428
GO,SANTA HELENA DE GOIÁS,39548
GO,SANTA ISABEL,6335
GO,SANTA RITA DO ARAGUAIA,5932
GO,SANTA RITA DO NOVO DESTINO,4845
GO,SANTA ROSA DE GOIÁS,5232
GO,SANTA TEREZA DE GOIÁS,5167
GO,SANTA TEREZINHA DE GOIÁS,11215
GO,SANTO ANTÔNIO DA BARRA,6634
GO,SANTO ANTÔNIO DE GOIÁS,9091
GO,SANTO ANTÔNIO DO DESCOBERTO,57482
GO,SENADOR CANEDO,115546
GO,SERRANÓPOLIS,8563
GO,SILVÂNIA,21956
GO,SIMOLÂNDIA,9122
GO,SÃO DOMINGOS,10434
GO,SÃO FRANCISCO DE GOIÁS,6947
GO,SÃO JOÃO D ALIANÇA,9692
GO,SÃO JOÃO DA PARAÚNA,3733
GO,SÃO LUIZ DO NORTE,8211
GO,SÃO LUÍS DE MONTES BELOS,33847
GO,SÃO MIGUEL DO ARAGUAIA,26240
GO,SÃO MIGUEL DO PASSA QUATRO,5540
GO,SÃO PATRÍCIO,3916
GO,SÃO SIMÃO,18868
GO,SÍTIO D ABADIA,5420
GO,TAQUARAL DE GOIÁS,7420
GO,TERESINA DE GOIÁS,4583
GO,TEREZÓPOLIS DE GOIÁS,10179
GO,TRINDADE,100505
GO,TROMBAS,4981
GO,TRÊS RANCHOS,5982
GO,TURVELÂNDIA,6749
GO,TURVÂNIA,7655
GO,UIRAPURU,4507
GO,URUANA,16310
GO,URUAÇU,40121
GO,URUTAÍ,5656
GO,VALPARAÍSO DE GOIÁS,110321
GO,VARJÃO,6073
GO,VIANÓPOLIS,15637
GO,VICENTINÓPOLIS,9293
GO,VILA BOA,5679
GO,VILA PROPÍCIO,8492
GO,ÁGUA FRIA DE GOIÁS,7540
GO,ÁGUA LIMPA,3901
GO,ÁGUAS LINDAS DE GOIÁS,133232
MA,AFONSO CUNHA,10652
MA,ALCÂNTARA,25686
MA,ALDEIAS ALTAS,26522
MA,ALTAMIRA DO MARANHÃO,8606
MA,ALTO ALEGRE DO MARANHÃO,26549
MA,ALTO ALEGRE DO PINDARÉ,28936
MA,ALTO PARNAÍBA,12021
MA,AMAPÁ DO MARANHÃO,8802
MA,AMARANTE DO MARANHÃO,38544
MA,ANAJATUBA,28522
MA,ANAPURUS,22341
MA,APICUM-AÇU,21384
MA,ARAGUANÃ,11960
MA,ARAIOSES,46622
MA,ARAME,30781
MA,ARARI,33319
MA,AXIXÁ,15810
MA,AÇAILÂNDIA,105028
MA,BACABAL,94137
MA,BACABEIRA,22501
MA,BACURI,20925
MA,BACURITUBA,8258
MA,BALSAS,87252
MA,BARRA DO CORDA,84111
MA,BARREIRINHAS,67552
MA,BARÃO DE GRAJAÚ,21973
MA,BELA VISTA DO MARANHÃO,14322
MA,BELÁGUA,11019
MA,BENEDITO LEITE,6687
MA,BEQUIMÃO,28496
MA,BERNARDO DO MEARIM,7958
MA,BOA VISTA DO GURUPI,9617
MA,BOM JARDIM,37320
MA,BOM JESUS DAS SELVAS,32128
MA,BOM LUGAR,16357
MA,BREJO,36618
MA,BREJO DE AREIA,11808
MA,BURITI,31871
MA,BURITI BRAVO,19247
MA,BURITICUPU,58264
MA,BURITIRANA,18097
MA,CACHOEIRA GRANDE,13166
MA,CAJAPIÓ,15011
MA,CAJARI,24656
MA,CAMPESTRE DO MARANHÃO,14921
MA,CANTANHEDE,20854
MA,CAPINZAL DO NORTE,13014
MA,CAROLINA,27282
MA,CARUTAPERA,26220
MA,CAXIAS,144417
MA,CEDRAL,13803
MA,CENTRAL DO MARANHÃO,11183
MA,CENTRO DO GUILHERME,11200
MA,CENTRO NOVO DO MARANHÃO,17828
MA,CHAPADINHA,79660
MA,CIDELÂNDIA,16549
MA,CODÓ,104398
MA,COELHO NETO,45508
MA,COLINAS,38654
MA,CONCEIÇÃO DO LAGO-AÇU,17719
MA,COROATÁ,62316
MA,CURURUPU,37189
MA,CÂNDIDO MENDES,23947
MA,DAVINÓPOLIS,17816
MA,DOM PEDRO,27181
MA,DUQUE BACELAR,14332
MA,ESPERANTINÓPOLIS,21039
MA,ESTREITO,33429
MA,FEIRA NOVA DO MARANHÃO,10121
MA,FERNANDO FALCÃO,15575
MA,FORMOSA DA SERRA NEGRA,20236
MA,FORTALEZA DOS NOGUEIRAS,15622
MA,FORTUNA,18183
MA,GODOFREDO VIANA,13018
MA,GONÇALVES DIAS,19863
MA,GOVERNADOR ARCHER,12305
MA,GOVERNADOR EDISON LOBÃO,22870
MA,GOVERNADOR EUGÊNIO BARROS,16571
MA,GOVERNADOR LUIZ ROCHA,9189
MA,GOVERNADOR NEWTON BELLO,11642
MA,GOVERNADOR NUNES FREIRE,26496
MA,GRAJAÚ,66561
MA,GRAÇA ARANHA,9778
MA,GUIMARÃES,10964
MA,HUMBERTO DE CAMPOS,33862
MA,ICATU,33461
MA,IGARAPÉ DO MEIO,17239
MA,IGARAPÉ GRANDE,12457
MA,IMPERATRIZ,257847
MA,ITAIPAVA DO GRAJAÚ,15535
MA,ITAPECURU MIRIM,64738
MA,ITINGA DO MARANHÃO,27459
MA,JATOBÁ,10813
MA,JENIPAPO DOS VIEIRAS,19856
MA,JOSELÂNDIA,17874
MA,JOÃO LISBOA,30471
MA,JUNCO DO MARANHÃO,8328
MA,LAGO DA PEDRA,50101
MA,LAGO DO JUNCO,11115
MA,LAGO DOS RODRIGUES,12675
MA,LAGO VERDE,19502
MA,LAGOA DO MATO,12452
MA,LAGOA GRANDE DO MARANHÃO,14773
MA,LAJEADO NOVO,9886
MA,LIMA CAMPOS,15885
MA,LORETO,13147
MA,LUÍS DOMINGUES,8935
MA,MAGALHÃES DE ALMEIDA,18933
MA,MARACAÇUMÉ,22062
MA,MARAJÁ DO SENA,9825
MA,MARANHÃOZINHO,11876
MA,MATA ROMA,22958
MA,MATINHA,29587
MA,MATÕES,37133
MA,MATÕES DO NORTE,10180
MA,MILAGRES DO MARANHÃO,9471
MA,MIRADOR,22895
MA,MIRANDA DO NORTE,20262
MA,MIRINZAL,16364
MA,MONTES ALTOS,11090
MA,MONÇÃO,28445
MA,MORROS,21409
MA,NINA RODRIGUES,14373
MA,NOVA COLINAS,6850
MA,NOVA IORQUE,6527
MA,NOVA OLINDA DO MARANHÃO,19279
MA,OLHO D ÁGUA DAS CUNHÃS,21339
MA,OLINDA NOVA DO MARANHÃO,16579
MA,PALMEIRÂNDIA,24770
MA,PARAIBANO,20331
MA,PARNARAMA,37271
MA,PASSAGEM FRANCA,19761
MA,PASTOS BONS,22902
MA,PAULINO NEVES,22258
MA,PAULO RAMOS,23744
MA,PAÇO DO LUMIAR,105537
MA,PEDREIRAS,42898
MA,PEDRO DO ROSÁRIO,26910
MA,PENALVA,36867
MA,PERI MIRIM,17401
MA,PERITORÓ,24371
MA,PINDARÉ-MIRIM,37865
MA,PINHEIRO,82945
MA,PIO XII,28543
MA,PIRAPEMAS,18575
MA,PORTO FRANCO,27446
MA,PORTO RICO DO MARANHÃO,11293
MA,POÇÃO DE PEDRAS,23350
MA,PRESIDENTE DUTRA,43697
MA,PRESIDENTE JUSCELINO,15345
MA,PRESIDENTE MÉDICI,7742
MA,PRESIDENTE SARNEY,21379
MA,PRESIDENTE VARGAS,14844
MA,PRIMEIRA CRUZ,16727
MA,RAPOSA,30900
MA,RIACHÃO,23619
MA,RIBAMAR FIQUENE,10545
MA,ROSÁRIO,43714
MA,SAMBAÍBA,9578
MA,SANTA FILOMENA DO MARANHÃO,9502
MA,SANTA HELENA,34788
MA,SANTA INÊS,83237
MA,SANTA LUZIA,62919
MA,SANTA LUZIA DO PARUÁ,25335
MA,SANTA QUITÉRIA DO MARANHÃO,31923
MA,SANTA RITA,34480
MA,SANTANA DO MARANHÃO,12290
MA,SANTO AMARO DO MARANHÃO,18071
MA,SANTO ANTÔNIO DOS LOPES,19690
MA,SATUBINHA,10707
MA,SENADOR ALEXANDRE COSTA,12595
MA,SENADOR LA ROCQUE,18516
MA,SERRANO DO MARANHÃO,12930
MA,SUCUPIRA DO NORTE,13622
MA,SUCUPIRA DO RIACHÃO,7167
MA,SÃO BENEDITO DO RIO PRETO,22390
MA,SÃO BENTO,41963
MA,SÃO BERNARDO,26203
MA,SÃO DOMINGOS DO AZEITÃO,10426
MA,SÃO DOMINGOS DO MARANHÃO,40835
MA,SÃO FRANCISCO DO BREJÃO,12628
MA,SÃO FRANCISCO DO MARANHÃO,13632
MA,SÃO FÉLIX DE BALSAS,6463
MA,SÃO JOSÉ DE RIBAMAR,148093
MA,SÃO JOSÉ DOS BASÍLIOS,10112
MA,SÃO JOÃO BATISTA,30091
MA,SÃO JOÃO DO CARÚ,15273
MA,SÃO JOÃO DO PARAÍSO,13473
MA,SÃO JOÃO DO SOTER,20420
MA,SÃO JOÃO DOS PATOS,23931
MA,SÃO LUÍS,1493886
MA,SÃO LUÍS GONZAGA DO MARANHÃO,25477
MA,SÃO MATEUS DO MARANHÃO,37784
MA,SÃO PEDRO DA ÁGUA BRANCA,13682
MA,SÃO PEDRO DOS CRENTES,6873
MA,SÃO RAIMUNDO DAS MANGABEIRAS,24014
MA,SÃO RAIMUNDO DO DOCA BEZERRA,8446
MA,SÃO ROBERTO,7417
MA,SÃO VICENTE FERRER,23374
MA,SÍTIO NOVO,21673
MA,TASSO FRAGOSO,11249
MA,TIMBIRAS,24924
MA,TIMON,169483
MA,TRIZIDELA DO VALE,24823
MA,TUFILÂNDIA,9345
MA,TUNTUM,41177
MA,TURIAÇU,42007
MA,TURILÂNDIA,22463
MA,TUTÓIA,51693
MA,URBANO SANTOS,36294
MA,VARGEM GRANDE,43752
MA,VIANA,57291
MA,VILA NOVA DOS MARTÍRIOS,13081
MA,VITORINO FREIRE,34018
MA,VITÓRIA DO MEARIM,30377
MA,ZÉ DOCA,45055
MA,ÁGUA DOCE DO MARANHÃO,17216
MG,ABADIA DOS DOURADOS,9121
MG,ABAETÉ,26602
MG,ABRE CAMPO,16439
MG,ACAIACA,5370
MG,AGUANIL,5286
MG,AIMORÉS,26497
MG,AIURUOCA,7007
MG,ALAGOA,3540
MG,ALBERTINA,4514
MG,ALFENAS,77472
MG,ALFREDO VASCONCELOS,8992
MG,ALMENARA,39002
MG,ALPERCATA,9511
MG,ALPINÓPOLIS,22719
MG,ALTEROSA,18960
MG,ALTO CAPARAÓ,6986
MG,ALTO JEQUITIBÁ,10398
MG,ALTO RIO DOCE,14428
MG,ALVARENGA,7436
MG,ALVINÓPOLIS,19219
MG,ALVORADA DE MINAS,6638
MG,ALÉM PARAÍBA,38416
MG,AMPARO DO SERRA,6944
MG,ANDRADAS,32843
MG,ANDRELÂNDIA,12839
MG,ANGELÂNDIA,9437
MG,ANTÔNIO CARLOS,17714
MG,ANTÔNIO DIAS,12934
MG,ANTÔNIO PRADO DE MINAS,3048
MG,ARACITABA,4164
MG,ARAGUARI,119879
MG,ARANTINA,4685
MG,ARAPONGA,8926
MG,ARAPORÃ,10450
MG,ARAPUÁ,5515
MG,ARAXÁ,103986
MG,ARAÇAÍ,4117
MG,ARAÇUAÍ,35013
MG,ARAÚJOS,8674
MG,ARCEBURGO,11250
MG,ARCOS,41190
MG,AREADO,16850
MG,ARGIRITA,4841
MG,ARICANDUVA,5538
MG,ARINOS,18889
MG,ASTOLFO DUTRA,13579
MG,ATALÉIA,14837
MG,AUGUSTO DE LIMA,6430
MG,AÇUCENA,10806
MG,BAEPENDI,21599
MG,BALDIM,10841
MG,BAMBUÍ,26849
MG,BANDEIRA,6750
MG,BANDEIRA DO SUL,7746
MG,BARBACENA,124541
MG,BARRA LONGA,7996
MG,BARROSO,25140
MG,BARÃO DE COCAIS,35318
MG,BARÃO DE MONTE ALTO,8404
MG,BELA VISTA DE MINAS,11710
MG,BELMIRO BRAGA,4829
MG,BELO HORIZONTE,2276340
MG,BELO ORIENTE,29483
MG,BELO VALE,12531
MG,BERILO,11516
MG,BERIZAL,6396
MG,BERTÓPOLIS,6337
MG,BETIM,397921
MG,BIAS FORTES,6451
MG,BICAS,16068
MG,BIQUINHAS,4190
MG,BOA ESPERANÇA,40693
MG,BOCAINA DE MINAS,6896
MG,BOCAIÚVA,52401
MG,BOM DESPACHO,47325
MG,BOM JARDIM DE MINAS,8973
MG,BOM JESUS DA PENHA,5208
MG,BOM JESUS DO AMPARO,6939
MG,BOM JESUS DO GALHO,18331
MG,BOM REPOUSO,13945
MG,BOM SUCESSO,20719
MG,BONFIM,10167
MG,BONFINÓPOLIS DE MINAS,7463
MG,BONITO DE MINAS,11848
MG,BORDA DA MATA,18306
MG,BOTELHOS,17365
MG,BOTUMIRIM,7959
MG,BRASILÂNDIA DE MINAS,17594
MG,BRASÍLIA DE MINAS,36765
MG,BRAZÓPOLIS,16780
MG,BRAÚNAS,6589
MG,BRUMADINHO,43858
MG,BRÁS PIRES,7332
MG,BUENO BRANDÃO,11754
MG,BUENÓPOLIS,10939
MG,BUGRE,6690
MG,BURITIS,27321
MG,BURITIZEIRO,26848
MG,CABECEIRA GRANDE,8238
MG,CABO VERDE,14237
MG,CACHOEIRA DA PRATA,5677
MG,CACHOEIRA DE MINAS,13662
MG,CACHOEIRA DE PAJEÚ,10592
MG,CACHOEIRA DOURADA,4148
MG,CAETANÓPOLIS,12300
MG,CAETÉ,46704
MG,CAIANA,6430
MG,CAJURI,7245
MG,CALDAS,14935
MG,CAMACHO,5101
MG,CAMANDUCAIA,23312
MG,CAMBUQUIRA,14385
MG,CAMBUÍ,26644
MG,CAMPANHA,16622
MG,CAMPANÁRIO,5098
MG,CAMPESTRE,28800
MG,CAMPINA VERDE,21009
MG,CAMPO AZUL,6757
MG,CAMPO BELO,50179
MG,CAMPO DO MEIO,15480
MG,CAMPO FLORIDO,10055
MG,CAMPOS ALTOS,13954
MG,CAMPOS GERAIS,28598
MG,CANA VERDE,7596
MG,CANAÃ,6926
MG,CANDEIAS,15555
MG,CANTAGALO,5649
MG,CANÁPOLIS,13145
MG,CAPARAÓ,5942
MG,CAPELA NOVA,7230
MG,CAPELINHA,38134
MG,CAPETINGA,8179
MG,CAPIM BRANCO,11953
MG,CAPINÓPOLIS,16307
MG,CAPITÃO ANDRADE,5706
MG,CAPITÃO ENÉAS,18369
MG,CAPITÓLIO,11091
MG,CAPUTIRA,12585
MG,CARANAÍBA,5221
MG,CARANDAÍ,30029
MG,CARANGOLA,34252
MG,CARATINGA,85207
MG,CARAÍ,17942
MG,CARBONITA,11319
MG,CAREAÇU,7720
MG,CARLOS CHAGAS,21461
MG,CARMO DA CACHOEIRA,13426
MG,CARMO DA MATA,14715
MG,CARMO DE MINAS,14238
MG,CARMO DO CAJURU,21499
MG,CARMO DO PARANAÍBA,31468
MG,CARMO DO RIO CLARO,22145
MG,CARMÉSIA,3598
MG,CARMÓPOLIS DE MINAS,21018
MG,CARNEIRINHO,12385
MG,CARRANCAS,5168
MG,CARVALHOS,6411
MG,CARVALHÓPOLIS,5119
MG,CASA GRANDE,4832
MG,CASCALHO RICO,5825
MG,CATAGUASES,71919
MG,CATAS ALTAS,7224
MG,CATAS ALTAS DA NORUEGA,6430
MG,CATUJI,11326
MG,CATUTI,6773
MG,CAXAMBU,23026
MG,CEDRO DO ABAETÉ,2187
MG,CENTRAL DE MINAS,9102
MG,CENTRALINA,11863
MG,CHALÉ,8654
MG,CHAPADA DO NORTE,12142
MG,CHAPADA GAÚCHA,12795
MG,CHIADOR,5005
MG,CHÁCARA,5870
MG,CIPOTÂNEA,8438
MG,CLARAVAL,7133
MG,CLARO DOS POÇÕES,12128
MG,CLÁUDIO,30922
MG,COIMBRA,9638
MG,COLUNA,8740
MG,COMENDADOR GOMES,4731
MG,COMERCINHO,8973
MG,CONCEIÇÃO DA APARECIDA,11649
MG,CONCEIÇÃO DA BARRA DE MINAS,6176
MG,CONCEIÇÃO DAS ALAGOAS,28429
MG,CONCEIÇÃO DAS PEDRAS,4661
MG,CONCEIÇÃO DE IPANEMA,6730
MG,CONCEIÇÃO DO MATO DENTRO,22661
MG,CONCEIÇÃO DO PARÁ,7362
MG,CONCEIÇÃO DO RIO VERDE,14889
MG,CONCEIÇÃO DOS OUROS,13704
MG,CONFINS,10442
MG,CONGONHAL,14690
MG,CONGONHAS,62029
MG,CONGONHAS DO NORTE,5528
MG,CONQUISTA,8870
MG,CONSELHEIRO LAFAIETE,122522
MG,CONSELHEIRO PENA,22990
MG,CONSOLAÇÃO,2633
MG,CONTAGEM,808175
MG,COQUEIRAL,11031
MG,CORAÇÃO DE JESUS,28375
MG,CORDISBURGO,10757
MG,CORDISLÂNDIA,4488
MG,CORINTO,26554
MG,COROACI,12885
MG,COROMANDEL,35162
MG,CORONEL FABRICIANO,106494
MG,CORONEL MURTA,11137
MG,CORONEL PACHECO,4679
MG,CORONEL XAVIER CHAVES,3156
MG,COUTO DE MAGALHÃES DE MINAS,5434
MG,CRISTAIS,11896
MG,CRISTIANO OTONI,6609
MG,CRISTINA,11702
MG,CRISTÁLIA,7604
MG,CRISÓLITA,6933
MG,CRUCILÂNDIA,8336
MG,CRUZEIRO DA FORTALEZA,6887
MG,CRUZÍLIA,17299
MG,CUPARAQUE,6498
MG,CURRAL DE DENTRO,9177
MG,CURVELO,77021
MG,CÁSSIA,18854
MG,CÓRREGO DANTA,4830
MG,CÓRREGO DO BOM JESUS,6335
MG,CÓRREGO FUNDO,8455
MG,CÓRREGO NOVO,5887
MG,CÔNEGO MARINHO,8984
MG,DATAS,7477
MG,DELFIM MOREIRA,9831
MG,DELFINÓPOLIS,9509
MG,DELTA,8823
MG,DESCOBERTO,6926
MG,DESTERRO DE ENTRE RIOS,9262
MG,DESTERRO DO MELO,5862
MG,DIAMANTINA,48401
MG,DIOGO DE VASCONCELOS,5052
MG,DIONÍSIO,9841
MG,DIVINO,21171
MG,DIVINO DAS LARANJEIRAS,7238
MG,DIVINOLÂNDIA DE MINAS,8569
MG,DIVINÉSIA,7187
MG,DIVINÓPOLIS,216636
MG,DIVISA ALEGRE,9824
MG,DIVISA NOVA,7041
MG,DIVISÓPOLIS,9781
MG,DOM BOSCO,5879
MG,DOM CAVATI,7528
MG,DOM JOAQUIM,5668
MG,DOM SILVÉRIO,6756
MG,DOM VIÇOSO,4831
MG,DONA EUSÉBIA,9237
MG,DORES DE CAMPOS,12549
MG,DORES DE GUANHÃES,7821
MG,DORES DO INDAIÁ,16058
MG,DORES DO TURVO,8444
MG,DORESÓPOLIS,3905
MG,DOURADOQUARA,3513
MG,DURANDÉ,9878
MG,ELÓI MENDES,28127
MG,ENGENHEIRO CALDAS,11273
MG,ENGENHEIRO NAVARRO,9578
MG,ENTRE FOLHAS,8849
MG,ENTRE RIOS DE MINAS,18120
MG,ERVÁLIA,24262
MG,ESMERALDAS,61173
MG,ESPERA FELIZ,35787
MG,ESPINOSA,34661
MG,ESPÍRITO SANTO DO DOURADO,7335
MG,ESTIVA,13542
MG,ESTRELA DALVA,4710
MG,ESTRELA DO INDAIÁ,4491
MG,ESTRELA DO SUL,8789
MG,EUGENÓPOLIS,14335
MG,EWBANK DA CÂMARA,6856
MG,EXTREMA,45583
MG,FAMA,5201
MG,FARIA LEMOS,5259
MG,FELISBURGO,7757
MG,FELIXLÂNDIA,12799
MG,FELÍCIO DOS SANTOS,6531
MG,FERNANDES TOURINHO,4101
MG,FERROS,11625
MG,FERVEDOURO,12281
MG,FLORESTAL,9350
MG,FORMIGA,69877
MG,FORMOSO,7186
MG,FORTALEZA DE MINAS,4840
MG,FORTUNA DE MINAS,4731
MG,FRANCISCO BADARÓ,9932
MG,FRANCISCO DUMONT,6508
MG,FRANCISCO SÁ,26469
MG,FRANCISCÓPOLIS,7082
MG,FREI GASPAR,7555
MG,FREI INOCÊNCIO,10162
MG,FREI LAGONEGRO,5867
MG,FRONTEIRA,15891
MG,FRONTEIRA DOS VALES,6210
MG,FRUTA DE LEITE,6618
MG,FRUTAL,53574
MG,FUNILÂNDIA,7844
MG,GALILÉIA,6095
MG,GAMELEIRAS,7152
MG,GLAUCILÂNDIA,6210
MG,GOIABEIRA,4668
MG,GOIANÁ,6336
MG,GONZAGA,6130
MG,GONÇALVES,5384
MG,GOUVEIA,15267
MG,GOVERNADOR VALADARES,378212
MG,GRUPIARA,2905
MG,GRÃO MOGOL,16401
MG,GUANHÃES,29807
MG,GUAPÉ,15821
MG,GUARACIABA,12346
MG,GUARACIAMA,8144
MG,GUARANI,10303
MG,GUARANÉSIA,21795
MG,GUARARÁ,5595
MG,GUARDA-MOR,8980
MG,GUAXUPÉ,50905
MG,GUIDOVAL,10061
MG,GUIMARÂNIA,10378
MG,GUIRICEMA,11422
MG,GURINHATÃ,7726
MG,HELIODORA,7808
MG,IAPU,12383
