SG_UF,NM_MUNICIPIO,QT_VOTOS_NOMINAIS_VALIDOS
RS,ESTRELA VELHA,5333
RS,ESTÂNCIA VELHA,46929
RS,EUGÊNIO DE CASTRO,4175
RS,FAGUNDES VARELA,4212
RS,FARROUPILHA,79323
RS,FAXINAL DO SOTURNO,8760
RS,FAXINALZINHO,3329
RS,FAZENDA VILANOVA,5711
RS,FELIZ,17107
RS,FLORES DA CUNHA,35925
RS,FLORIANO PEIXOTO,3436
RS,FONTOURA XAVIER,9058
RS,FORMIGUEIRO,8849
RS,FORQUETINHA,4315
RS,FORTALEZA DOS VALOS,5178
RS,FREDERICO WESTPHALEN,37775
RS,GARIBALDI,55324
RS,GARRUCHOS,4347
RS,GAURAMA,7181
RS,GENERAL CÂMARA,9938
RS,GENTIL,2876
RS,GETÚLIO VARGAS,18071
RS,GIRUÁ,20588
RS,GLORINHA,9962
RS,GRAMADO,44415
RS,GRAMADO DOS LOUREIROS,3844
RS,GRAMADO XAVIER,5381
RS,GRAVATAÍ,221297
RS,GUABIJU,2126
RS,GUAPORÉ,28426
RS,GUARANI DAS MISSÕES,9751
RS,GUAÍBA,95181
RS,HARMONIA,5693
RS,HERVAL,8084
RS,HERVEIRAS,4653
RS,HORIZONTINA,23115
RS,HULHA NEGRA,7397
RS,HUMAITÁ,7185
RS,IBARAMA,6492
RS,IBIAÇÁ,6752
RS,IBIRAIARAS,9143
RS,IBIRAPUITÃ,6014
RS,IBIRUBÁ,25529
RS,IGREJINHA,40072
RS,IJUÍ,92047
RS,ILÓPOLIS,6275
RS,IMBÉ,19615
RS,IMIGRANTE,4550
RS,INDEPENDÊNCIA,8959
RS,INHACORÁ,2691
RS,IPIRANGA DO SUL,3560
RS,IPÊ,9036
RS,IRAÍ,9700
RS,ITAARA,6321
RS,ITACURUBI,4448
RS,ITAPUCA,3259
RS,ITAQUI,36689
RS,ITATI,4764
RS,ITATIBA DO SUL,6165
RS,IVORÁ,3132
RS,IVOTI,23309
RS,JABOTICABA,5639
RS,JACUIZINHO,3586
RS,JACUTINGA,5073
RS,JAGUARI,13793
RS,JAGUARÃO,24608
RS,JAQUIRANA,5874
RS,JARI,4837
RS,JÓIA,10154
RS,JÚLIO DE CASTILHOS,23065
RS,LAGOA BONITA DO SUL,4198
RS,LAGOA DOS TRÊS CANTOS,2864
RS,LAGOA VERMELHA,29108
RS,LAGOÃO,6058
RS,LAJEADO,78237
RS,LAJEADO DO BUGRE,3541
RS,LAVRAS DO SUL,8380
RS,LIBERATO SALZANO,7354
RS,LINDOLFO COLLOR,7397
RS,LINHA NOVA,2378
RS,MACHADINHO,7851
RS,MAMPITUBA,5233
RS,MANOEL VIANA,8379
RS,MAQUINÉ,9216
RS,MARATÁ,4129
RS,MARAU,46777
RS,MARCELINO RAMOS,6554
RS,MARIANA PIMENTEL,5424
RS,MARIANO MORO,3988
RS,MARQUES DE SOUZA,5766
RS,MATA,6198
RS,MATO CASTELHANO,4733
RS,MATO LEITÃO,5748
RS,MATO QUEIMADO,2479
RS,MAXIMILIANO DE ALMEIDA,6874
RS,MAÇAMBARÁ,6428
RS,MINAS DO LEÃO,9798
RS,MIRAGUAÍ,10338
RS,MONTAURI,2708
RS,MONTE ALEGRE DOS CAMPOS,5343
RS,MONTE BELO DO SUL,5121
RS,MONTENEGRO,61401
RS,MORMAÇO,4650
RS,MORRINHOS DO SUL,5686
RS,MORRO REDONDO,7748
RS,MORRO REUTER,7609
RS,MOSTARDAS,13476
RS,MUITOS CAPÕES,4610
RS,MULITERNO,3823
RS,MUÇUM,6864
RS,NICOLAU VERGUEIRO,4031
RS,NONOAI,14834
RS,NOVA ALVORADA,4714
RS,NOVA ARAÇÁ,6480
RS,NOVA BASSANO,12021
RS,NOVA BOA VISTA,3645
RS,NOVA BRÉSCIA,4862
RS,NOVA CANDELÁRIA,4487
RS,NOVA ESPERANÇA DO SUL,5451
RS,NOVA HARTZ,22798
RS,NOVA PALMA,8673
RS,NOVA PETRÓPOLIS,24087
RS,NOVA PRATA,28644
RS,NOVA PÁDUA,4029
RS,NOVA RAMADA,3553
RS,NOVA ROMA DO SUL,5329
RS,NOVA SANTA RITA,25337
RS,NOVO BARREIRO,6324
RS,NOVO CABRAIS,6358
RS,NOVO HAMBURGO,217113
RS,NOVO MACHADO,5653
RS,NOVO TIRADENTES,3277
RS,NOVO XINGU,2844
RS,NÃO-ME-TOQUE,20432
RS,OSÓRIO,46331
RS,PAIM FILHO,6728
RS,PALMARES DO SUL,13801
RS,PALMEIRA DAS MISSÕES,34903
RS,PALMITINHO,9968
RS,PANAMBI,46411
RS,PANTANO GRANDE,13479
RS,PARAÍ,10218
RS,PARAÍSO DO SUL,8888
RS,PARECI NOVO,5524
RS,PAROBÉ,56522
RS,PASSA SETE,6472
RS,PASSO DO SOBRADO,8393
RS,PASSO FUNDO,196490
RS,PAULO BENTO,3542
RS,PAVERAMA,9603
RS,PEDRAS ALTAS,3267
RS,PEDRO OSÓRIO,9950
RS,PEJUÇARA,5113
RS,PELOTAS,459060
RS,PICADA CAFÉ,7114
RS,PINHAL,3817
RS,PINHAL DA SERRA,4390
RS,PINHAL GRANDE,6229
RS,PINHEIRINHO DO VALE,6543
RS,PINHEIRO MACHADO,17151
RS,PINTO BANDEIRA,3913
RS,PIRAPÓ,3926
RS,PIRATINI,22109
RS,PLANALTO,12122
RS,PONTE PRETA,3258
RS,PONTÃO,5715
RS,PORTO ALEGRE,1909045
RS,PORTO LUCENA,6445
RS,PORTO MAUÁ,3856
RS,PORTO VERA CRUZ,2290
RS,PORTO XAVIER,12526
RS,PORTÃO,36206
RS,POUSO NOVO,2851
RS,POÇO DAS ANTAS,3602
RS,PRESIDENTE LUCENA,4399
RS,PROGRESSO,8609
RS,PROTÁSIO ALVES,2991
RS,PUTINGA,8382
RS,QUARAÍ,24537
RS,QUATRO IRMÃOS,3085
RS,QUEVEDOS,4192
RS,QUINZE DE NOVEMBRO,5570
RS,REDENTORA,13462
RS,RELVADO,3674
RS,RESTINGA SÊCA,18537
RS,RIO DOS ÍNDIOS,4877
RS,RIO GRANDE,190917
RS,RIO PARDO,41535
RS,RIOZINHO,6886
RS,ROCA SALES,12775
RS,RODEIO BONITO,8234
RS,ROLADOR,4153
RS,ROLANTE,24960
RS,RONDA ALTA,12413
RS,RONDINHA,6529
RS,ROQUE GONZALES,9072
RS,ROSÁRIO DO SUL,41209
RS,SAGRADA FAMÍLIA,3262
RS,SALDANHA MARINHO,4769
RS,SALTO DO JACUÍ,12615
RS,SALVADOR DAS MISSÕES,4725
RS,SALVADOR DO SUL,9016
RS,SANANDUVA,20361
RS,SANT ANA DO LIVRAMENTO,87330
RS,SANTA BÁRBARA DO SUL,10601
RS,SANTA CECÍLIA DO SUL,2461
RS,SANTA CLARA DO SUL,8845
RS,SANTA CRUZ DO SUL,147599
RS,SANTA MARGARIDA DO SUL,4346
RS,SANTA MARIA,383215
RS,SANTA MARIA DO HERVAL,8812
RS,SANTA ROSA,85770
RS,SANTA TEREZA,2941
RS,SANTA VITÓRIA DO PALMAR,31667
RS,SANTANA DA BOA VISTA,10158
RS,SANTIAGO,52289
RS,SANTO ANTÔNIO DA PATRULHA,46217
RS,SANTO ANTÔNIO DAS MISSÕES,12601
RS,SANTO ANTÔNIO DO PALMA,3356
RS,SANTO ANTÔNIO DO PLANALTO,3639
RS,SANTO AUGUSTO,16852
RS,SANTO CRISTO,20249
RS,SANTO EXPEDITO DO SUL,3913
RS,SANTO ÂNGELO,78994
RS,SAPIRANGA,89116
RS,SAPUCAIA DO SUL,122862
RS,SARANDI,13887
RS,SEBERI,14538
RS,SEDE NOVA,4247
RS,SEGREDO,6909
RS,SELBACH,7514
RS,SENADOR SALGADO FILHO,4661
RS,SENTINELA DO SUL,6480
RS,SERAFINA CORRÊA,19509
RS,SERTÃO,8331
RS,SERTÃO SANTANA,8674
RS,SETE DE SETEMBRO,3141
RS,SEVERIANO DE ALMEIDA,4571
RS,SILVEIRA MARTINS,3679
RS,SINIMBU,11738
RS,SOBRADINHO,17298
RS,SOLEDADE,32646
RS,SÃO BORJA,64565
RS,SÃO DOMINGOS DO SUL,4561
RS,SÃO FRANCISCO DE ASSIS,14414
RS,SÃO FRANCISCO DE PAULA,18679
RS,SÃO GABRIEL,61978
RS,SÃO JERÔNIMO,22842
RS,SÃO JORGE,4385
RS,SÃO JOSÉ DAS MISSÕES,3904
RS,SÃO JOSÉ DO HERVAL,3575
RS,SÃO JOSÉ DO HORTÊNCIO,6156
RS,SÃO JOSÉ DO INHACORÁ,3981
RS,SÃO JOSÉ DO NORTE,29873
RS,SÃO JOSÉ DO OURO,9017
RS,SÃO JOSÉ DO SUL,3417
RS,SÃO JOSÉ DOS AUSENTES,4262
RS,SÃO JOÃO DA URTIGA,7098
RS,SÃO JOÃO DO POLÊSINE,3179
RS,SÃO LEOPOLDO,194909
RS,SÃO LOURENÇO DO SUL,49982
RS,SÃO LUIZ GONZAGA,34506
RS,SÃO MARCOS,23495
RS,SÃO MARTINHO,8189
RS,SÃO MARTINHO DA SERRA,5174
RS,SÃO MIGUEL DAS MISSÕES,9414
RS,SÃO NICOLAU,6727
RS,SÃO PAULO DAS MISSÕES,8550
RS,SÃO PEDRO DA SERRA,5304
RS,SÃO PEDRO DAS MISSÕES,2700
RS,SÃO PEDRO DO BUTIÁ,4545
RS,SÃO PEDRO DO SUL,18632
RS,SÃO SEBASTIÃO DO CAÍ,25496
RS,SÃO SEPÉ,18971
RS,SÃO VALENTIM,5365
RS,SÃO VALENTIM DO SUL,3079
RS,SÃO VALÉRIO DO SUL,3813
RS,SÃO VENDELINO,4014
RS,SÃO VICENTE DO SUL,10813
RS,SÉRIO,3635
RS,TABAÍ,6566
RS,TAPEJARA,26313
RS,TAPERA,12428
RS,TAPES,16530
RS,TAQUARA,55870
RS,TAQUARI,28364
RS,TAQUARUÇU DO SUL,4752
RS,TAVARES,7494
RS,TENENTE PORTELA,15873
RS,TERRA DE AREIA,10388
RS,TEUTÔNIA,38905
RS,TIO HUGO,4290
RS,TIRADENTES DO SUL,7406
RS,TOROPI,4678
RS,TORRES,39599
RS,TRAMANDAÍ,43381
RS,TRAVESSEIRO,3509
RS,TRINDADE DO SUL,8558
RS,TRIUNFO,33053
RS,TRÊS ARROIOS,3385
RS,TRÊS CACHOEIRAS,13005
RS,TRÊS COROAS,26124
RS,TRÊS DE MAIO,28699
RS,TRÊS FORQUILHAS,5308
RS,TRÊS PALMEIRAS,6761
RS,TRÊS PASSOS,27624
RS,TUCUNDUVA,7925
RS,TUNAS,6047
RS,TUPANCI DO SUL,2595
RS,TUPANCIRETÃ,23185
RS,TUPANDI,7489
RS,TUPARENDI,10193
RS,TURUÇU,5507
RS,UBIRETAMA,3399
RS,UNISTALDA,4317
RS,UNIÃO DA SERRA,2670
RS,URUGUAIANA,107051
RS,VACARIA,65203
RS,VALE DO SOL,13491
RS,VALE REAL,7681
RS,VALE VERDE,5257
RS,VANINI,3720
RS,VENÂNCIO AIRES,77343
RS,VERA CRUZ,30030
RS,VERANÓPOLIS,23375
RS,VESPASIANO CORRÊA,4140
RS,VIADUTOS,7102
RS,VIAMÃO,186230
RS,VICENTE DUTRA,6457
RS,VICTOR GRAEFF,4379
RS,VILA FLORES,5534
RS,VILA LÂNGARO,3803
RS,VILA MARIA,5969
RS,VILA NOVA DO SUL,4912
RS,VISTA ALEGRE,4132
RS,VISTA ALEGRE DO PRATA,2886
RS,VISTA GAÚCHA,4550
RS,VITÓRIA DAS MISSÕES,5870
RS,WESTFALIA,4431
RS,XANGRI-LÁ,17070
RS,ÁGUA SANTA,5285
RS,ÁUREA,5517
SC,ABDON BATISTA,4370
SC,ABELARDO LUZ,18930
SC,AGROLÂNDIA,11914
SC,AGRONÔMICA,7285
SC,ALFREDO WAGNER,12504
SC,ALTO BELA VISTA,3225
SC,ANCHIETA,8207
SC,ANGELINA,8474
SC,ANITA GARIBALDI,11033
SC,ANITÁPOLIS,5216
SC,ANTÔNIO CARLOS,13174
SC,APIÚNA,12346
SC,ARABUTÃ,6625
SC,ARAQUARI,32989
SC,ARARANGUÁ,70939
SC,ARMAZÉM,10829
SC,ARROIO TRINTA,5385
SC,ARVOREDO,4379
SC,ASCURRA,9111
SC,ATALANTA,5021
SC,AURORA,8901
SC,BALNEÁRIO ARROIO DO SILVA,14963
SC,BALNEÁRIO BARRA DO SUL,15310
SC,BALNEÁRIO CAMBORIÚ,111027
SC,BALNEÁRIO GAIVOTA,13644
SC,BALNEÁRIO PIÇARRAS,22494
SC,BALNEÁRIO RINCÃO,18077
SC,BANDEIRANTE,4929
SC,BARRA BONITA,2607
SC,BARRA VELHA,28146
SC,BELA VISTA DO TOLDO,8744
SC,BELMONTE,4171
SC,BENEDITO NOVO,12569
SC,BIGUAÇU,65373
SC,BLUMENAU,446183
SC,BOCAINA DO SUL,5347
SC,BOM JARDIM DA SERRA,5958
SC,BOM JESUS,4424
SC,BOM JESUS DO OESTE,3268
SC,BOM RETIRO,9655
SC,BOMBINHAS,19743
SC,BOTUVERÁ,7181
SC,BRAÇO DO NORTE,37235
SC,BRAÇO DO TROMBUDO,5229
SC,BRUNÓPOLIS,4777
SC,BRUSQUE,109464
SC,CAIBI,8137
SC,CALMON,5224
SC,CAMBORIÚ,67166
SC,CAMPO ALEGRE,14681
SC,CAMPO BELO DO SUL,9423
SC,CAMPO ERÊ,9873
SC,CAMPOS NOVOS,37408
SC,CANELINHA,14390
SC,CANOINHAS,93268
SC,CAPINZAL,25005
SC,CAPIVARI DE BAIXO,24587
SC,CAPÃO ALTO,4716
SC,CATANDUVAS,13302
SC,CAXAMBU DO SUL,7759
SC,CAÇADOR,67478
SC,CELSO RAMOS,4551
SC,CERRO NEGRO,5572
SC,CHAPADÃO DO LAGEADO,4636
SC,CHAPECÓ,206062
SC,COCAL DO SUL,20963
SC,CONCÓRDIA,84197
SC,CORDILHEIRA ALTA,6774
SC,CORONEL FREITAS,13244
SC,CORONEL MARTINS,3599
SC,CORREIA PINTO,18492
SC,CORUPÁ,17494
SC,CRICIÚMA,193245
SC,CUNHA PORÃ,14502
SC,CUNHATAÍ,3219
SC,CURITIBANOS,41052
SC,DESCANSO,11570
SC,DIONÍSIO CERQUEIRA,16058
SC,DONA EMMA,5325
SC,DOUTOR PEDRINHO,4876
SC,ENTRE RIOS,5314
SC,ERMO,3950
SC,ERVAL VELHO,6621
SC,FAXINAL DOS GUEDES,14002
SC,FLOR DO SERTÃO,2912
SC,FLORIANÓPOLIS,455211
SC,FORMOSA DO SUL,4406
SC,FORQUILHINHA,31485
SC,FRAIBURGO,38787
SC,FREI ROGÉRIO,3743
SC,GALVÃO,4579
SC,GAROPABA,27355
SC,GARUVA,15399
SC,GASPAR,62407
SC,GOVERNADOR CELSO RAMOS,22749
SC,GRAVATAL,13839
SC,GRÃO-PARÁ,9955
SC,GUABIRUBA,24715
SC,GUARACIABA,14702
SC,GUARAMIRIM,43524
SC,GUARUJÁ DO SUL,6564
SC,GUATAMBÚ,9652
SC,HERVAL D OESTE,23074
SC,IBIAM,3222
SC,IBICARÉ,5093
SC,IBIRAMA,20476
SC,ILHOTA,16120
SC,IMARUÍ,14133
SC,IMBITUBA,47720
SC,IMBUIA,8341
SC,INDAIAL,59854
SC,IOMERÊ,4798
SC,IPIRA,6613
SC,IPORÃ DO OESTE,11709
SC,IPUAÇU,9270
SC,IPUMIRIM,10083
SC,IRACEMINHA,6472
SC,IRANI,11679
SC,IRATI,3578
SC,IRINEÓPOLIS,12681
SC,ITAIÓPOLIS,22671
SC,ITAJAÍ,205013
SC,ITAPEMA,57410
SC,ITAPIRANGA,19319
SC,ITAPOÁ,19814
SC,ITUPORANGA,28208
SC,ITÁ,9418
SC,IÇARA,59332
SC,JABORÁ,6574
SC,JACINTO MACHADO,15043
SC,JAGUARUNA,22100
SC,JARAGUÁ DO SUL,156677
SC,JARDINÓPOLIS,2946
SC,JOAÇABA,31531
SC,JOINVILLE,763819
SC,JOSÉ BOITEUX,7135
SC,JUPIÁ,3745
SC,LACERDÓPOLIS,3267
SC,LAGES,158921
SC,LAGUNA,46693
SC,LAJEADO GRANDE,2622
SC,LAURENTINO,9315
SC,LAURO MÜLLER,18997
SC,LEBON RÉGIS,13382
SC,LEOBERTO LEAL,5537
SC,LINDÓIA DO SUL,6046
SC,LONTRAS,13800
SC,LUIZ ALVES,16260
SC,LUZERNA,7906
SC,MACIEIRA,3143
SC,MAFRA,55811
SC,MAJOR GERCINO,5186
SC,MAJOR VIEIRA,9384
SC,MARACAJÁ,10648
SC,MARAVILHA,28556
SC,MAREMA,3800
SC,MASSARANDUBA,20170
SC,MATOS COSTA,3843
SC,MELEIRO,10177
SC,MIRIM DOCE,4101
SC,MODELO,5797
SC,MONDAÍ,12218
SC,MONTE CARLO,11032
SC,MONTE CASTELO,11083
SC,MORRO DA FUMAÇA,21002
SC,MORRO GRANDE,3914
SC,NAVEGANTES,71901
SC,NOVA ERECHIM,6417
SC,NOVA ITABERABA,6998
SC,NOVA TRENTO,16230
SC,NOVA VENEZA,19528
SC,NOVO HORIZONTE,4391
SC,ORLEANS,28902
SC,OTACÍLIO COSTA,21696
SC,OURO,7417
SC,OURO VERDE,3333
SC,PAIAL,3358
SC,PAINEL,4049
SC,PALHOÇA,155577
SC,PALMA SOLA,9012
SC,PALMEIRA,4761
SC,PALMITOS,14624
SC,PAPANDUVA,21666
SC,PARAÍSO,6091
SC,PASSO DE TORRES,9638
SC,PASSOS MAIA,5645
SC,PAULO LOPES,10426
SC,PEDRAS GRANDES,7240
SC,PENHA,23402
SC,PERITIBA,4992
SC,PESCARIA BRAVA,12683
SC,PETROLÂNDIA,10061
SC,PINHALZINHO,23079
SC,PINHEIRO PRETO,4576
SC,PIRATUBA,9087
SC,PLANALTO ALEGRE,4996
SC,POMERODE,34118
SC,PONTE ALTA,6449
SC,PONTE ALTA DO NORTE,4068
SC,PONTE SERRADA,12392
SC,PORTO BELO,26612
SC,PORTO UNIÃO,33311
SC,POUSO REDONDO,18360
SC,PRAIA GRANDE,10162
SC,PRESIDENTE CASTELLO BRANCO,4416
SC,PRESIDENTE GETÚLIO,20347
SC,PRESIDENTE NEREU,3948
SC,PRINCESA,4381
SC,QUILOMBO,13480
SC,RANCHO QUEIMADO,5119
SC,RIO DAS ANTAS,8402
SC,RIO DO CAMPO,9079
SC,RIO DO OESTE,9769
SC,RIO DO SUL,65110
SC,RIO DOS CEDROS,13629
SC,RIO FORTUNA,7753
SC,RIO NEGRINHO,43791
SC,RIO RUFINO,4009
SC,RIQUEZA,7030
SC,RODEIO,15022
SC,ROMELÂNDIA,6593
SC,SALETE,9742
SC,SALTINHO,5629
SC,SALTO VELOSO,5836
SC,SANGÃO,13619
SC,SANTA CECÍLIA,16871
SC,SANTA HELENA,4037
SC,SANTA ROSA DE LIMA,3679
SC,SANTA ROSA DO SUL,10127
SC,SANTA TEREZINHA,10967
SC,SANTA TEREZINHA DO PROGRESSO,3523
SC,SANTIAGO DO SUL,2683
SC,SANTO AMARO DA IMPERATRIZ,25771
SC,SAUDADES,12760
SC,SCHROEDER,20132
SC,SEARA,22059
SC,SERRA ALTA,4877
SC,SIDERÓPOLIS,17092
SC,SOMBRIO,32844
SC,SUL BRASIL,4324
SC,SÃO BENTO DO SUL,80690
SC,SÃO BERNARDINO,4293
SC,SÃO BONIFÁCIO,4584
SC,SÃO CARLOS,12822
SC,SÃO CRISTÓVÃO DO SUL,5416
SC,SÃO DOMINGOS,12135
SC,SÃO FRANCISCO DO SUL,49382
SC,SÃO JOAQUIM,26292
SC,SÃO JOSÉ,199527
SC,SÃO JOSÉ DO CEDRO,18009
SC,SÃO JOSÉ DO CERRITO,12355
SC,SÃO JOÃO BATISTA,30351
SC,SÃO JOÃO DO ITAPERIÚ,6062
SC,SÃO JOÃO DO OESTE,8381
SC,SÃO JOÃO DO SUL,10481
SC,SÃO LOURENÇO DO OESTE,27460
SC,SÃO LUDGERO,14078
SC,SÃO MARTINHO,5737
SC,SÃO MIGUEL DA BOA VISTA,3050
SC,SÃO MIGUEL DO OESTE,42633
SC,SÃO PEDRO DE ALCÂNTARA,6372
SC,TAIÓ,22318
SC,TANGARÁ,10337
SC,TIGRINHOS,3375
SC,TIJUCAS,40209
SC,TIMBÉ DO SUL,7587
SC,TIMBÓ,44154
SC,TIMBÓ GRANDE,8992
SC,TREVISO,7107
SC,TREZE DE MAIO,11182
SC,TREZE TÍLIAS,9624
SC,TROMBUDO CENTRAL,8403
SC,TRÊS BARRAS,22679
SC,TUBARÃO,103414
SC,TUNÁPOLIS,6663
SC,TURVO,16480
SC,UNIÃO DO OESTE,4435
SC,URUBICI,11910
SC,URUPEMA,3761
SC,URUSSANGA,25382
SC,VARGEM,4564
SC,VARGEM BONITA,6867
SC,VARGEÃO,4846
SC,VIDAL RAMOS,9268
SC,VIDEIRA,52786
SC,VITOR MEIRELES,7347
SC,WITMARSUM,5929
SC,XANXERÊ,48695
SC,XAVANTINA,8051
SC,XAXIM,34316
SC,ZORTÉA,4858
SC,ÁGUA DOCE,8448
SC,ÁGUAS DE CHAPECÓ,7713
SC,ÁGUAS FRIAS,4420
SC,ÁGUAS MORNAS,9026
SE,AMPARO DE SÃO FRANCISCO,4497
SE,AQUIDABÃ,24278
SE,ARACAJU,778183
SE,ARAUÁ,11489
SE,AREIA BRANCA,21549
SE,BARRA DOS COQUEIROS,35029
SE,BOQUIM,31298
SE,BREJO GRANDE,10960
SE,CAMPO DO BRITO,22419
SE,CANHOBA,7199
SE,CANINDÉ DE SÃO FRANCISCO,25861
SE,CAPELA,36308
SE,CARIRA,18974
SE,CARMÓPOLIS,19616
SE,CEDRO DE SÃO JOÃO,6674
SE,CRISTINÁPOLIS,20414
SE,CUMBE,6944
SE,DIVINA PASTORA,6605
SE,ESTÂNCIA,68568
SE,FEIRA NOVA,9282
SE,FREI PAULO,21047
SE,GARARU,13823
SE,GENERAL MAYNARD,4965
SE,GRACCHO CARDOSO,9931
SE,ILHA DAS FLORES,11106
SE,INDIAROBA,18158
SE,ITABAIANA,106081
SE,ITABAIANINHA,46569
SE,ITABI,7341
SE,ITAPORANGA D AJUDA,41454
SE,JAPARATUBA,21598
SE,JAPOATÃ,16936
SE,LAGARTO,112294
SE,LARANJEIRAS,33552
SE,MACAMBIRA,10343
SE,MALHADA DOS BOIS,6333
SE,MALHADOR,15742
SE,MARUIM,17751
SE,MOITA BONITA,14102
SE,MONTE ALEGRE DE SERGIPE,18541
SE,MURIBECA,11480
SE,NEÓPOLIS,20674
SE,NOSSA SENHORA APARECIDA,11933
SE,NOSSA SENHORA DA GLÓRIA,39841
SE,NOSSA SENHORA DAS DORES,31704
SE,NOSSA SENHORA DE LOURDES,9010
SE,NOSSA SENHORA DO SOCORRO,146896
SE,PACATUBA,13055
SE,PEDRA MOLE,5485
SE,PEDRINHAS,10765
SE,PINHÃO,8463
SE,PIRAMBU,12470
SE,PORTO DA FOLHA,34452
SE,POÇO REDONDO,30817
SE,POÇO VERDE,28133
SE,PROPRIÁ,30340
SE,RIACHUELO,12667
SE,RIACHÃO DO DANTAS,25852
SE,RIBEIRÓPOLIS,21404
SE,ROSÁRIO DO CATETE,11899
SE,SALGADO,25197
SE,SANTA LUZIA DO ITANHY,17154
SE,SANTA ROSA DE LIMA,6770
SE,SANTANA DO SÃO FRANCISCO,8993
SE,SANTO AMARO DAS BROTAS,13939
SE,SIMÃO DIAS,50445
SE,SIRIRI,10661
SE,SÃO CRISTÓVÃO,82851
SE,SÃO DOMINGOS,12139
SE,SÃO FRANCISCO,6104
SE,SÃO MIGUEL DO ALEIXO,6232
SE,TELHA,6029
SE,TOBIAS BARRETO,59337
SE,TOMAR DO GERU,14334
SE,UMBAÚBA,25619
SP,ADAMANTINA,30787
SP,ADOLFO,6450
SP,AGUAÍ,29463
SP,AGUDOS,41239
SP,ALAMBARI,7229
SP,ALFREDO MARCONDES,6123
SP,ALTAIR,4834
SP,ALTINÓPOLIS,17409
SP,ALTO ALEGRE,5705
SP,ALUMÍNIO,20580
SP,ALVINLÂNDIA,3533
SP,AMERICANA,216603
SP,AMPARO,67355
SP,AMÉRICO BRASILIENSE,35935
SP,AMÉRICO DE CAMPOS,8001
SP,ANALÂNDIA,4821
SP,ANDRADINA,57982
SP,ANGATUBA,31580
SP,ANHEMBI,7660
SP,ANHUMAS,5464
SP,APARECIDA,38123
SP,APARECIDA D OESTE,6209
SP,APIAÍ,32023
SP,ARAMINA,7114
SP,ARANDU,8517
SP,ARAPEÍ,3610
SP,ARARAQUARA,201823
SP,ARARAS,116574
SP,ARAÇARIGUAMA,24509
SP,ARAÇATUBA,183577
SP,ARAÇOIABA DA SERRA,29508
SP,ARCO-ÍRIS,3900
SP,AREALVA,8431
SP,AREIAS,5029
SP,AREIÓPOLIS,12293
SP,ARIRANHA,10263
SP,ARTUR NOGUEIRA,53297
SP,ARUJÁ,84922
SP,ASPÁSIA,3230
SP,ASSIS,88158
SP,ATIBAIA,137430
SP,AURIFLAMA,16476
SP,AVANHANDAVA,11271
SP,AVARÉ,74317
SP,AVAÍ,5968
SP,BADY BASSITT,18144
SP,BALBINOS,2221
SP,BANANAL,9977
SP,BARBOSA,7907
SP,BARIRI,30664
SP,BARRA BONITA,41119
SP,BARRA DO CHAPÉU,7127
SP,BARRA DO TURVO,9720
SP,BARRETOS,102617
SP,BARRINHA,35504
SP,BARUERI,333314
SP,BARÃO DE ANTONINA,4071
SP,BASTOS,24249
SP,BATATAIS,51141
SP,BAURU,464743
SP,BEBEDOURO,69971
SP,BENTO DE ABREU,3542
SP,BERNARDINO DE CAMPOS,11621
SP,BERTIOGA,57331
SP,BILAC,7195
SP,BIRIGUI,101690
SP,BIRITIBA MIRIM,32572
SP,BOA ESPERANÇA DO SUL,11989
SP,BOCAINA,12283
SP,BOFETE,11280
SP,BOITUVA,53772
SP,BOM JESUS DOS PERDÕES,24307
SP,BOM SUCESSO DE ITARARÉ,5261
SP,BORACÉIA,4743
SP,BORBOREMA,15916
SP,BOREBI,3446
SP,BORÁ,1765
SP,BOTUCATU,128484
SP,BRAGANÇA PAULISTA,156241
SP,BRAÚNA,6729
SP,BREJO ALEGRE,4026
SP,BRODOWSKI,24010
SP,BROTAS,22829
SP,BURI,22139
SP,BURITAMA,15954
SP,BURITIZAL,5904
SP,BÁLSAMO,11558
SP,CABREÚVA,43931
SP,CABRÁLIA PAULISTA,5209
SP,CACHOEIRA PAULISTA,32626
SP,CACONDE,19334
SP,CAFELÂNDIA,17413
SP,CAIABU,5384
SP,CAIEIRAS,88535
SP,CAIUÁ,6040
SP,CAJAMAR,89632
SP,CAJATI,34429
SP,CAJOBI,10291
SP,CAJURU,24771
SP,CAMPINA DO MONTE ALEGRE,8361
SP,CAMPINAS,1301737
SP,CAMPO LIMPO PAULISTA,76619
SP,CAMPOS DO JORDÃO,32770
SP,CAMPOS NOVOS PAULISTA,5965
SP,CANANÉIA,13864
SP,CANAS,6084
SP,CANITAR,5630
SP,CAPELA DO ALTO,20639
SP,CAPIVARI,48315
SP,CAPÃO BONITO,45920
SP,CARAGUATATUBA,125721
SP,CARAPICUÍBA,333635
SP,CARDOSO,13434
SP,CASA BRANCA,25026
SP,CASTILHO,21574
SP,CATANDUVA,105430
SP,CATIGUÁ,8604
SP,CAÇAPAVA,91508
SP,CEDRAL,10309
SP,CERQUEIRA CÉSAR,18849
SP,CERQUILHO,43460
SP,CESÁRIO LANGE,16361
SP,CHARQUEADA,18497
SP,CHAVANTES,13006
SP,CLEMENTINA,8446
SP,COLINA,19720
SP,COLÔMBIA,6805
SP,CONCHAL,30597
SP,CONCHAS,15863
SP,CORDEIRÓPOLIS,26712
SP,COROADOS,6238
